execution,execution_time,stats,explain_query_plan
1,0.6670596779986226,"Memory Used:                         63952 (max 64080) bytes
Number of Outstanding Allocations:   151 (max 152)
Number of Pcache Overflow Bytes:     4104 (max 4104) bytes
Largest Allocation:                  48000 bytes
Largest Pcache Allocation:           4104 bytes
Lookaside Slots Used:                41 (max 41)
Successful lookaside attempts:       41
Lookaside failures due to size:      0
Lookaside failures due to OOM:       0
Pager Heap Usage:                    4968 bytes
Page cache hits:                     0
Page cache misses:                   0
Page cache writes:                   0
Page cache spills:                   0
Schema Heap Usage:                   0 bytes
Statement Heap/Lookaside Usage:      0 bytes
Bytes received by read():            20176
Bytes sent to write():               0
Read() system calls:                 18
Write() system calls:                0
Bytes read from storage:             20176
Bytes written to storage:            0
Cancelled write bytes:               0","QUERY PLAN
|--SCAN partsupp USING COVERING INDEX sqlite_autoindex_PARTSUPP_1
|--LIST SUBQUERY 1
|  `--SCAN supplier
|--SEARCH part USING INTEGER PRIMARY KEY (rowid=?)
|--USE TEMP B-TREE FOR GROUP BY
|--USE TEMP B-TREE FOR count(DISTINCT)
`--USE TEMP B-TREE FOR ORDER BY"
2,0.6019080190017121,"Memory Used:                         63952 (max 64080) bytes
Number of Outstanding Allocations:   151 (max 152)
Number of Pcache Overflow Bytes:     4104 (max 4104) bytes
Largest Allocation:                  48000 bytes
Largest Pcache Allocation:           4104 bytes
Lookaside Slots Used:                41 (max 41)
Successful lookaside attempts:       41
Lookaside failures due to size:      0
Lookaside failures due to OOM:       0
Pager Heap Usage:                    4968 bytes
Page cache hits:                     0
Page cache misses:                   0
Page cache writes:                   0
Page cache spills:                   0
Schema Heap Usage:                   0 bytes
Statement Heap/Lookaside Usage:      0 bytes
Bytes received by read():            20176
Bytes sent to write():               0
Read() system calls:                 18
Write() system calls:                0
Bytes read from storage:             20176
Bytes written to storage:            0
Cancelled write bytes:               0","QUERY PLAN
|--SCAN partsupp USING COVERING INDEX sqlite_autoindex_PARTSUPP_1
|--LIST SUBQUERY 1
|  `--SCAN supplier
|--SEARCH part USING INTEGER PRIMARY KEY (rowid=?)
|--USE TEMP B-TREE FOR GROUP BY
|--USE TEMP B-TREE FOR count(DISTINCT)
`--USE TEMP B-TREE FOR ORDER BY"
3,0.5909392109970213,"Memory Used:                         63952 (max 64080) bytes
Number of Outstanding Allocations:   151 (max 152)
Number of Pcache Overflow Bytes:     4104 (max 4104) bytes
Largest Allocation:                  48000 bytes
Largest Pcache Allocation:           4104 bytes
Lookaside Slots Used:                41 (max 41)
Successful lookaside attempts:       41
Lookaside failures due to size:      0
Lookaside failures due to OOM:       0
Pager Heap Usage:                    4968 bytes
Page cache hits:                     0
Page cache misses:                   0
Page cache writes:                   0
Page cache spills:                   0
Schema Heap Usage:                   0 bytes
Statement Heap/Lookaside Usage:      0 bytes
Bytes received by read():            20176
Bytes sent to write():               0
Read() system calls:                 18
Write() system calls:                0
Bytes read from storage:             20176
Bytes written to storage:            0
Cancelled write bytes:               0","QUERY PLAN
|--SCAN partsupp USING COVERING INDEX sqlite_autoindex_PARTSUPP_1
|--LIST SUBQUERY 1
|  `--SCAN supplier
|--SEARCH part USING INTEGER PRIMARY KEY (rowid=?)
|--USE TEMP B-TREE FOR GROUP BY
|--USE TEMP B-TREE FOR count(DISTINCT)
`--USE TEMP B-TREE FOR ORDER BY"
4,0.5676890200011258,"Memory Used:                         63952 (max 64080) bytes
Number of Outstanding Allocations:   151 (max 152)
Number of Pcache Overflow Bytes:     4104 (max 4104) bytes
Largest Allocation:                  48000 bytes
Largest Pcache Allocation:           4104 bytes
Lookaside Slots Used:                41 (max 41)
Successful lookaside attempts:       41
Lookaside failures due to size:      0
Lookaside failures due to OOM:       0
Pager Heap Usage:                    4968 bytes
Page cache hits:                     0
Page cache misses:                   0
Page cache writes:                   0
Page cache spills:                   0
Schema Heap Usage:                   0 bytes
Statement Heap/Lookaside Usage:      0 bytes
Bytes received by read():            20176
Bytes sent to write():               0
Read() system calls:                 18
Write() system calls:                0
Bytes read from storage:             20176
Bytes written to storage:            0
Cancelled write bytes:               0","QUERY PLAN
|--SCAN partsupp USING COVERING INDEX sqlite_autoindex_PARTSUPP_1
|--LIST SUBQUERY 1
|  `--SCAN supplier
|--SEARCH part USING INTEGER PRIMARY KEY (rowid=?)
|--USE TEMP B-TREE FOR GROUP BY
|--USE TEMP B-TREE FOR count(DISTINCT)
`--USE TEMP B-TREE FOR ORDER BY"
5,0.520214431999193,"Memory Used:                         63952 (max 64080) bytes
Number of Outstanding Allocations:   151 (max 152)
Number of Pcache Overflow Bytes:     4104 (max 4104) bytes
Largest Allocation:                  48000 bytes
Largest Pcache Allocation:           4104 bytes
Lookaside Slots Used:                41 (max 41)
Successful lookaside attempts:       41
Lookaside failures due to size:      0
Lookaside failures due to OOM:       0
Pager Heap Usage:                    4968 bytes
Page cache hits:                     0
Page cache misses:                   0
Page cache writes:                   0
Page cache spills:                   0
Schema Heap Usage:                   0 bytes
Statement Heap/Lookaside Usage:      0 bytes
Bytes received by read():            20176
Bytes sent to write():               0
Read() system calls:                 18
Write() system calls:                0
Bytes read from storage:             20176
Bytes written to storage:            0
Cancelled write bytes:               0","QUERY PLAN
|--SCAN partsupp USING COVERING INDEX sqlite_autoindex_PARTSUPP_1
|--LIST SUBQUERY 1
|  `--SCAN supplier
|--SEARCH part USING INTEGER PRIMARY KEY (rowid=?)
|--USE TEMP B-TREE FOR GROUP BY
|--USE TEMP B-TREE FOR count(DISTINCT)
`--USE TEMP B-TREE FOR ORDER BY"
6,0.5187627670020447,"Memory Used:                         63952 (max 64080) bytes
Number of Outstanding Allocations:   151 (max 152)
Number of Pcache Overflow Bytes:     4104 (max 4104) bytes
Largest Allocation:                  48000 bytes
Largest Pcache Allocation:           4104 bytes
Lookaside Slots Used:                41 (max 41)
Successful lookaside attempts:       41
Lookaside failures due to size:      0
Lookaside failures due to OOM:       0
Pager Heap Usage:                    4968 bytes
Page cache hits:                     0
Page cache misses:                   0
Page cache writes:                   0
Page cache spills:                   0
Schema Heap Usage:                   0 bytes
Statement Heap/Lookaside Usage:      0 bytes
Bytes received by read():            20176
Bytes sent to write():               0
Read() system calls:                 18
Write() system calls:                0
Bytes read from storage:             20176
Bytes written to storage:            0
Cancelled write bytes:               0","QUERY PLAN
|--SCAN partsupp USING COVERING INDEX sqlite_autoindex_PARTSUPP_1
|--LIST SUBQUERY 1
|  `--SCAN supplier
|--SEARCH part USING INTEGER PRIMARY KEY (rowid=?)
|--USE TEMP B-TREE FOR GROUP BY
|--USE TEMP B-TREE FOR count(DISTINCT)
`--USE TEMP B-TREE FOR ORDER BY"
7,0.518452113999956,"Memory Used:                         63952 (max 64080) bytes
Number of Outstanding Allocations:   151 (max 152)
Number of Pcache Overflow Bytes:     4104 (max 4104) bytes
Largest Allocation:                  48000 bytes
Largest Pcache Allocation:           4104 bytes
Lookaside Slots Used:                41 (max 41)
Successful lookaside attempts:       41
Lookaside failures due to size:      0
Lookaside failures due to OOM:       0
Pager Heap Usage:                    4968 bytes
Page cache hits:                     0
Page cache misses:                   0
Page cache writes:                   0
Page cache spills:                   0
Schema Heap Usage:                   0 bytes
Statement Heap/Lookaside Usage:      0 bytes
Bytes received by read():            20176
Bytes sent to write():               0
Read() system calls:                 18
Write() system calls:                0
Bytes read from storage:             20176
Bytes written to storage:            0
Cancelled write bytes:               0","QUERY PLAN
|--SCAN partsupp USING COVERING INDEX sqlite_autoindex_PARTSUPP_1
|--LIST SUBQUERY 1
|  `--SCAN supplier
|--SEARCH part USING INTEGER PRIMARY KEY (rowid=?)
|--USE TEMP B-TREE FOR GROUP BY
|--USE TEMP B-TREE FOR count(DISTINCT)
`--USE TEMP B-TREE FOR ORDER BY"
8,0.5345826970005874,"Memory Used:                         63952 (max 64080) bytes
Number of Outstanding Allocations:   151 (max 152)
Number of Pcache Overflow Bytes:     4104 (max 4104) bytes
Largest Allocation:                  48000 bytes
Largest Pcache Allocation:           4104 bytes
Lookaside Slots Used:                41 (max 41)
Successful lookaside attempts:       41
Lookaside failures due to size:      0
Lookaside failures due to OOM:       0
Pager Heap Usage:                    4968 bytes
Page cache hits:                     0
Page cache misses:                   0
Page cache writes:                   0
Page cache spills:                   0
Schema Heap Usage:                   0 bytes
Statement Heap/Lookaside Usage:      0 bytes
Bytes received by read():            20176
Bytes sent to write():               0
Read() system calls:                 18
Write() system calls:                0
Bytes read from storage:             20176
Bytes written to storage:            0
Cancelled write bytes:               0","QUERY PLAN
|--SCAN partsupp USING COVERING INDEX sqlite_autoindex_PARTSUPP_1
|--LIST SUBQUERY 1
|  `--SCAN supplier
|--SEARCH part USING INTEGER PRIMARY KEY (rowid=?)
|--USE TEMP B-TREE FOR GROUP BY
|--USE TEMP B-TREE FOR count(DISTINCT)
`--USE TEMP B-TREE FOR ORDER BY"
9,0.5034360360004939,"Memory Used:                         63952 (max 64080) bytes
Number of Outstanding Allocations:   151 (max 152)
Number of Pcache Overflow Bytes:     4104 (max 4104) bytes
Largest Allocation:                  48000 bytes
Largest Pcache Allocation:           4104 bytes
Lookaside Slots Used:                41 (max 41)
Successful lookaside attempts:       41
Lookaside failures due to size:      0
Lookaside failures due to OOM:       0
Pager Heap Usage:                    4968 bytes
Page cache hits:                     0
Page cache misses:                   0
Page cache writes:                   0
Page cache spills:                   0
Schema Heap Usage:                   0 bytes
Statement Heap/Lookaside Usage:      0 bytes
Bytes received by read():            20176
Bytes sent to write():               0
Read() system calls:                 18
Write() system calls:                0
Bytes read from storage:             20176
Bytes written to storage:            0
Cancelled write bytes:               0","QUERY PLAN
|--SCAN partsupp USING COVERING INDEX sqlite_autoindex_PARTSUPP_1
|--LIST SUBQUERY 1
|  `--SCAN supplier
|--SEARCH part USING INTEGER PRIMARY KEY (rowid=?)
|--USE TEMP B-TREE FOR GROUP BY
|--USE TEMP B-TREE FOR count(DISTINCT)
`--USE TEMP B-TREE FOR ORDER BY"
10,0.5146327590009605,"Memory Used:                         63952 (max 64080) bytes
Number of Outstanding Allocations:   151 (max 152)
Number of Pcache Overflow Bytes:     4104 (max 4104) bytes
Largest Allocation:                  48000 bytes
Largest Pcache Allocation:           4104 bytes
Lookaside Slots Used:                41 (max 41)
Successful lookaside attempts:       41
Lookaside failures due to size:      0
Lookaside failures due to OOM:       0
Pager Heap Usage:                    4968 bytes
Page cache hits:                     0
Page cache misses:                   0
Page cache writes:                   0
Page cache spills:                   0
Schema Heap Usage:                   0 bytes
Statement Heap/Lookaside Usage:      0 bytes
Bytes received by read():            20176
Bytes sent to write():               0
Read() system calls:                 18
Write() system calls:                0
Bytes read from storage:             20176
Bytes written to storage:            0
Cancelled write bytes:               0","QUERY PLAN
|--SCAN partsupp USING COVERING INDEX sqlite_autoindex_PARTSUPP_1
|--LIST SUBQUERY 1
|  `--SCAN supplier
|--SEARCH part USING INTEGER PRIMARY KEY (rowid=?)
|--USE TEMP B-TREE FOR GROUP BY
|--USE TEMP B-TREE FOR count(DISTINCT)
`--USE TEMP B-TREE FOR ORDER BY"
