Time,Memory
0.3113,3406.23
0.3275,3406.23
0.3099,3406.23
0.3188,3406.23
0.3082,3406.23
0.3172,3406.23
0.3078,3406.23
0.3215,3406.23
0.3127,3406.23
0.3227,3406.23
