Time,Memory
1.9242,19491.88
1.6711,19491.88
1.7928,19491.88
1.6371,19491.88
1.8669,19491.88
1.7098,19491.88
2.1329,19491.88
1.6386,19491.88
1.8827,19491.88
1.9814,19491.88
