Time,Memory
15.4172,2062.99
1.7934,2062.99
1.8216,2062.99
1.8865,2062.99
1.9178,2062.99
1.9404,2062.99
1.8341,2062.99
1.8775,2062.99
1.8846,2062.99
1.8731,2062.99
